"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"33",2022-03-08 00:02:40,1,303,100,51.5012570539498,6.04967759858166
"34",2022-03-08 00:02:45,1,303,100,51.7621166965781,6.81933388831381
"35",2022-03-08 00:02:50,1,303,100,51.1790804148356,6.11088585394015
"36",2022-03-08 00:02:55,1,303,100,51.2291743184273,5.8878662046399
"37",2022-03-08 00:03:00,1,303,100,51.606737640358,6.01096810380835
"38",2022-03-08 00:03:05,1,303,100,51.6272760385067,5.5986402888414
"39",2022-03-08 00:03:10,1,303,100,50.9860902712343,6.53479777290267
"40",2022-03-08 00:03:15,1,303,100,50.8763671655765,5.77970299182845
"41",2022-03-08 00:03:20,1,303,100,50.8268835503515,6.06796196152386
"42",2022-03-08 00:03:25,1,303,100,50.4763282190928,6.04169128330815
"43",2022-03-08 00:03:30,1,303,100,51.4922782768786,6.01533731308148
"44",2022-03-08 00:03:35,1,303,100,52.0683982259385,6.62769432928306
"45",2022-03-08 00:03:40,1,303,100,50.9408555075591,5.6099931661259
"46",2022-03-08 00:03:45,1,303,100,51.2134501291441,6.1439908625201
"47",2022-03-08 00:03:50,1,303,100,50.511903609653,6.30011142344134
"48",2022-03-08 00:03:55,1,303,100,51.9655728792925,5.88667182592877
"49",2022-03-08 00:04:00,1,303,100,50.7172651664871,6.14862579822254
"50",2022-03-08 00:04:05,1,303,100,51.7604671345458,5.8574766749719
"51",2022-03-08 00:04:10,1,303,100,51.4151332032345,6.47946438389921
"52",2022-03-08 00:04:15,1,303,100,51.8820290346026,5.84231511309571
"53",2022-03-08 00:04:20,1,303,100,51.600399201288,6.23828202720993
"54",2022-03-08 00:04:25,1,303,100,50.6242145323693,6.2645211347141
"55",2022-03-08 00:04:30,1,303,100,51.7633236458072,6.20306286778764
"56",2022-03-08 00:04:35,1,303,100,50.9642554245122,5.5594835993693
"57",2022-03-08 00:04:40,1,303,100,51.0215593601527,6.31611279039073
"58",2022-03-08 00:04:45,1,303,100,51.4176036821509,6.38900892879624
"59",2022-03-08 00:04:50,1,303,100,50.670972740672,6.21455374275079
"60",2022-03-08 00:04:55,1,303,100,51.7530181591484,6.99371985945693
"61",2022-03-08 00:05:00,1,303,100,52.2576359066448,6.82568134220989
"62",2022-03-08 00:05:05,1,303,100,52.0022991994213,6.19786241272309
"63",2022-03-08 00:05:10,1,303,100,52.8431240675862,5.54409323795984
"64",2022-03-08 00:05:15,1,303,100,51.549982317577,5.69438151450023
"65",2022-03-08 00:05:20,1,303,100,50.5080298821753,6.07950878607403
"66",2022-03-08 00:05:25,1,303,100,51.8315291582002,6.32945915574301
"67",2022-03-08 00:05:30,1,303,100,50.6471311596932,5.86886729140762
"68",2022-03-08 00:05:35,1,303,100,51.3175270615532,5.99658301225894
"69",2022-03-08 00:05:40,1,303,100,50.8963912260741,5.88260038138191
"70",2022-03-08 00:05:45,1,303,100,49.9387523855852,6.45506935806778
"71",2022-03-08 00:05:50,1,303,100,51.3511805022289,6.40259711952226
"72",2022-03-08 00:05:55,1,303,100,51.1760265006679,6.26932856280804
"73",2022-03-08 00:06:00,1,303,100,51.5806001152397,6.09990909834612
"74",2022-03-08 00:06:05,1,303,100,52.2809286304676,6.25925410459398
"75",2022-03-08 00:06:10,1,303,100,50.4082792872314,6.3872314106153
"76",2022-03-08 00:06:15,1,303,100,51.2289633351775,6.13406471125527
"77",2022-03-08 00:06:20,1,303,100,50.6783776019719,5.72608343367834
"78",2022-03-08 00:06:25,1,303,100,49.9876192852531,6.18374308930328
"79",2022-03-08 00:06:30,1,303,100,51.6826517806122,6.06711462230752
"80",2022-03-08 00:06:35,1,303,100,51.3754177093197,6.67994911645535
"81",2022-03-08 00:06:40,1,303,100,50.9989038041828,5.88295618856531
"82",2022-03-08 00:06:45,1,303,100,52.1379868150551,6.15316834320769
"83",2022-03-08 00:06:50,1,303,100,50.9496157961911,6.23896928827098
"84",2022-03-08 00:06:55,1,303,100,50.8437631253193,5.76490129541234
"85",2022-03-08 00:07:00,1,303,100,50.8105789163525,6.14162378098371
"86",2022-03-08 00:07:05,1,303,100,51.7743238244822,5.75877758390566
"87",2022-03-08 00:07:10,1,303,100,51.8573026888031,5.53609160245408
"88",2022-03-08 00:07:15,1,303,100,51.4679878923793,6.46753992872514
"89",2022-03-08 00:07:20,1,303,100,50.5643708413256,6.20609240625409
"90",2022-03-08 00:07:25,1,303,100,51.0455467947109,5.75328474825015
"91",2022-03-08 00:07:30,1,303,100,50.8569400326375,6.04659712356933
"92",2022-03-08 00:07:35,1,303,100,51.0850948007068,5.93303779044062
"93",2022-03-08 00:07:40,1,303,100,51.3406248776613,6.22425020986106
"94",2022-03-08 00:07:45,1,303,100,50.1309278292275,6.90912486267667
"95",2022-03-08 00:07:50,1,303,100,51.2402012508957,6.2048430671845
"96",2022-03-08 00:07:55,1,303,100,51.2526517795054,5.51278192122016
"97",2022-03-08 00:08:00,1,303,100,51.046377460261,6.31595809840108
"98",2022-03-08 00:08:05,1,303,100,50.9872668959931,6.18492829193292
"99",2022-03-08 00:08:10,1,303,100,51.6955154539782,6.45916035229427
"100",2022-03-08 00:08:15,1,303,100,51.6587222132654,5.68791376083562
"101",2022-03-08 00:08:20,1,303,100,51.3657497810335,6.30974478211687
"102",2022-03-08 00:08:25,1,303,100,51.4115211357356,6.09948833320442
"103",2022-03-08 00:08:30,1,303,100,51.2190717055898,6.03307852745835
"104",2022-03-08 00:08:35,1,303,100,50.4671599786145,5.99948211835586
"105",2022-03-08 00:08:40,1,303,100,52.049239320689,5.8526351299621
"106",2022-03-08 00:08:45,1,303,100,51.2342903167851,5.68771408235964
"107",2022-03-08 00:08:50,1,303,100,51.3570690489003,5.62439960250703
"108",2022-03-08 00:08:55,1,303,100,50.3450966622883,5.82814847725481
"109",2022-03-08 00:09:00,1,303,100,51.7876406773597,6.11735312891455
"110",2022-03-08 00:09:05,1,303,100,51.35064357041,5.52424535799614
"111",2022-03-08 00:09:10,1,303,100,50.6367533888588,6.55526367614972
"112",2022-03-08 00:09:15,1,303,100,52.1450682252385,5.90561304482536
"113",2022-03-08 00:09:20,1,303,100,51.2642665535823,6.23690950328517
"114",2022-03-08 00:09:25,1,303,100,50.894981034303,6.09738473025096
"115",2022-03-08 00:09:30,1,303,100,51.4213512641628,5.46538227370286
"116",2022-03-08 00:09:35,1,303,100,51.1683369898846,5.83258691906473
"117",2022-03-08 00:09:40,1,303,100,52.1810579691709,5.71214740587961
"118",2022-03-08 00:09:45,1,303,100,50.913416325806,6.03817791555269
"119",2022-03-08 00:09:50,1,303,100,51.0232290018354,6.11575787731273
"120",2022-03-08 00:09:55,1,303,100,51.2629364868868,5.8279498490279
"121",2022-03-08 00:10:00,1,303,100,52.0346080861653,5.69424987982438
"122",2022-03-08 00:10:05,1,303,100,51.1575931414383,6.08513160088635
"123",2022-03-08 00:10:10,1,303,100,51.7167023827019,6.14649115596275
"124",2022-03-08 00:10:15,1,303,100,50.2677831987407,6.37469738532634
"125",2022-03-08 00:10:20,1,303,100,51.2097442736178,5.96403130327838
"126",2022-03-08 00:10:25,1,303,100,50.939080627321,5.88464100365206
"127",2022-03-08 00:10:30,1,303,100,52.0480919473385,5.97382447159669
"128",2022-03-08 00:10:35,1,303,100,50.7927955768695,6.79224882362652
"129",2022-03-08 00:10:40,1,303,100,50.9909313304592,6.02593229667779
"130",2022-03-08 00:10:45,1,303,100,51.3448702035972,5.62439703103011
"131",2022-03-08 00:10:50,1,303,100,51.3672921291307,6.22585275251884
"132",2022-03-08 00:10:55,1,303,100,50.406857595298,6.56964080273474
"133",2022-03-08 00:11:00,1,303,100,51.5118760547735,6.15470089379927
"134",2022-03-08 00:11:05,1,303,100,51.8299354060153,6.46591868154597
"135",2022-03-08 00:11:10,1,303,100,51.723224682352,6.82002188739074
"136",2022-03-08 00:11:15,1,303,100,50.1719632114712,5.87646537195161
"137",2022-03-08 00:11:20,1,303,100,51.2054611469494,5.71197934465437
"138",2022-03-08 00:11:25,1,303,100,50.9019589570823,6.09251703369615
"139",2022-03-08 00:11:30,1,303,100,51.4672295816431,6.78963425472992
"140",2022-03-08 00:11:35,1,303,100,51.0720336306684,6.21032098927486
"141",2022-03-08 00:11:40,1,303,100,50.9220476718559,5.89137729131524
"142",2022-03-08 00:11:45,1,303,100,51.2387858607986,6.03468131619932
"143",2022-03-08 00:11:50,1,303,100,51.246379814366,6.23038925741788
"144",2022-03-08 00:11:55,1,303,100,51.2690283602067,6.30975398880864
"145",2022-03-08 00:12:00,1,303,100,51.427643999931,6.34552788057102
"146",2022-03-08 00:12:05,1,303,100,51.4473561358711,5.82729438480188
"147",2022-03-08 00:12:10,1,303,100,51.3222590498565,5.88298506729392
"148",2022-03-08 00:12:15,1,303,100,51.0811018927555,6.42867551323882
"149",2022-03-08 00:12:20,1,303,100,51.2025973765202,6.04182219915599
"150",2022-03-08 00:12:25,1,303,100,51.2253873803317,6.2481137335308
"151",2022-03-08 00:12:30,1,303,100,50.5641041090392,6.5846398942338
"152",2022-03-08 00:12:35,1,303,100,51.7381350415788,6.10481880238012
"153",2022-03-08 00:12:40,1,303,100,52.1735022585348,6.20827250939919
"154",2022-03-08 00:12:45,1,303,100,51.2517887393951,6.53307905529918
"155",2022-03-08 00:12:50,1,303,100,50.3796746498492,6.11551424180063
"156",2022-03-08 00:12:55,1,303,100,50.3632330045377,6.47762409674231
"157",2022-03-08 00:13:00,1,303,100,51.58993526718,5.8758540343732
"158",2022-03-08 00:13:05,1,303,100,51.178204956412,5.64316131890262
"159",2022-03-08 00:13:10,1,303,100,50.9179933219912,5.98808604147231
"160",2022-03-08 00:13:15,1,303,100,50.9068091242052,5.7884037407504
"161",2022-03-08 00:13:20,1,303,100,51.0779158949612,6.37613885997539
"162",2022-03-08 00:13:25,1,303,100,52.0193965946158,6.32647107095481
"163",2022-03-08 00:13:30,1,303,100,51.3304718051136,6.78779063916963
"164",2022-03-08 00:13:35,1,303,100,50.3445712466588,6.19863581144949
"165",2022-03-08 00:13:40,1,303,100,51.2940442159588,5.78342922412411
"166",2022-03-08 00:13:45,1,303,100,51.205208000278,6.5601537431395
"167",2022-03-08 00:13:50,1,303,100,50.6545167108165,5.9354942437543
"168",2022-03-08 00:13:55,1,303,100,50.8584586432958,5.69124557894658
"169",2022-03-08 00:14:00,1,303,100,51.0365723446942,6.03739911409281
"170",2022-03-08 00:14:05,1,303,100,50.6679114426333,6.56037566328269
"171",2022-03-08 00:14:10,1,303,100,50.9310356139256,6.07611022676064
"172",2022-03-08 00:14:15,1,303,100,50.7368158054015,6.20183589268916
"173",2022-03-08 00:14:20,1,303,100,51.3507160940882,6.29426574246823
"174",2022-03-08 00:14:25,1,303,100,51.7736914510846,5.87990009287723
"175",2022-03-08 00:14:30,1,303,100,50.8817974294597,6.20045457882366
"176",2022-03-08 00:14:35,1,303,100,51.070563430763,6.65507495670328
"177",2022-03-08 00:14:40,1,303,100,51.7855577820933,5.85910338049542
"178",2022-03-08 00:14:45,1,303,100,50.891277697903,6.23805043525598
"179",2022-03-08 00:14:50,1,303,100,51.388823759198,5.693207335438
"180",2022-03-08 00:14:55,1,303,100,52.4894575068597,6.20966221157299
"181",2022-03-08 00:15:00,1,303,100,51.3731752118017,6.66076241647441
"182",2022-03-08 00:15:05,1,303,100,50.5721873216635,5.97359546182139
"183",2022-03-08 00:15:10,1,303,100,51.082110330146,6.5926248192635
"184",2022-03-08 00:15:15,1,303,100,51.4984565759572,5.7512596571368
"185",2022-03-08 00:15:20,1,303,100,51.0985656930402,6.1504418297069
"186",2022-03-08 00:15:25,1,303,100,50.5126269278803,6.09821045120334
"187",2022-03-08 00:15:30,1,303,100,51.9975896489896,5.94539748805548
"188",2022-03-08 00:15:35,1,303,100,51.630463999704,6.17592395492405
"189",2022-03-08 00:15:40,1,303,100,51.0037350424573,6.44561809973592
"190",2022-03-08 00:15:45,1,303,100,51.0193835472982,5.69836620485882
"191",2022-03-08 00:15:50,1,303,100,51.3487195598202,5.89882681304593
"192",2022-03-08 00:15:55,1,303,100,51.0160783946723,6.68895939022844
"193",2022-03-08 00:16:00,1,303,100,52.0755171887804,6.30495304573999
"194",2022-03-08 00:16:05,1,303,100,51.4623525438407,6.62015631383975
"195",2022-03-08 00:16:10,1,303,100,50.3521340200154,6.34576890471161
"196",2022-03-08 00:16:15,1,303,100,50.1748245893646,5.91716306080129
"197",2022-03-08 00:16:20,1,303,100,51.434281283583,5.77048163545783
"198",2022-03-08 00:16:25,1,303,100,51.0551190976228,6.02228285052961
"199",2022-03-08 00:16:30,1,303,100,50.9947100742901,5.83883828183904
"200",2022-03-08 00:16:35,1,303,100,51.2577170382488,6.05518070829857
"201",2022-03-09 00:00:00,1,303,200,51.1507030260855,5.23006264338762
"202",2022-03-09 00:00:05,1,303,200,50.6048405733364,5.285705919695
"203",2022-03-09 00:00:10,1,303,200,51.7300604600655,5.90935184343173
"204",2022-03-09 00:00:15,1,303,200,50.9647187532485,4.77416257472482
"205",2022-03-09 00:00:20,1,303,200,51.7774106428271,5.73407320298056
"206",2022-03-09 00:00:25,1,303,200,51.2802300389632,5.58162560010053
"207",2022-03-09 00:00:30,1,303,200,51.4734009566027,4.91275909122888
"208",2022-03-09 00:00:35,1,303,200,51.1066471900417,5.44356122852488
"209",2022-03-09 00:00:40,1,303,200,51.8864353150358,5.74995850461238
"210",2022-03-09 00:00:45,1,303,200,51.3699751252198,5.45717390377113
"211",2022-03-09 00:00:50,1,303,200,52.5420920339416,5.54322960504414
"212",2022-03-09 00:00:55,1,303,200,50.7784293212837,5.36367756928884
"213",2022-03-09 00:01:00,1,303,200,50.4160084608934,5.38036114487026
"214",2022-03-09 00:01:05,1,303,200,51.0915787836158,5.52944217155244
"215",2022-03-09 00:01:10,1,303,200,51.5065810507477,5.19945353757025
"216",2022-03-09 00:01:15,1,303,200,51.0279521681429,5.39511149953813
"217",2022-03-09 00:01:20,1,303,200,51.0035388326282,5.75462541851179
"218",2022-03-09 00:01:25,1,303,200,50.8669457879706,5.53244575646032
"219",2022-03-09 00:01:30,1,303,200,51.6330110389471,5.38695468663877
"220",2022-03-09 00:01:35,1,303,200,50.4679577366997,5.4761995100228
"221",2022-03-09 00:01:40,1,303,200,51.2317803993192,4.65636642310262
"222",2022-03-09 00:01:45,1,303,200,52.1670034173018,5.53052306876185
"223",2022-03-09 00:01:50,1,303,200,50.3652844590187,5.10947899331342
"224",2022-03-09 00:01:55,1,303,200,51.4460770571271,5.59287874820047
"225",2022-03-09 00:02:00,1,303,200,50.7548367387371,5.13149767911925
"226",2022-03-09 00:02:05,1,303,200,50.8469722864665,5.7524222526971
"227",2022-03-09 00:02:10,1,303,200,51.6536497219585,5.62165773651842
"228",2022-03-09 00:02:15,1,303,200,50.9691969575782,5.65756050086925
"229",2022-03-09 00:02:20,1,303,200,50.9687959264331,5.64695265983214
"230",2022-03-09 00:02:25,1,303,200,51.091173071331,4.96054507089996
"231",2022-03-09 00:02:30,1,303,200,52.0802150935949,4.93202979908832
"232",2022-03-09 00:02:35,1,303,200,51.2968960725441,6.00737866794974
"233",2022-03-09 00:02:40,1,303,200,51.4074566264428,5.45406403657826
"234",2022-03-09 00:02:45,1,303,200,49.9262694878129,5.39222168574263
"235",2022-03-09 00:02:50,1,303,200,50.3548092162913,5.37970979595253
"236",2022-03-09 00:02:55,1,303,200,51.1318565700433,5.25208179929362
"237",2022-03-09 00:03:00,1,303,200,51.1909579160393,6.25618275316594
"238",2022-03-09 00:03:05,1,303,200,51.1348334798919,5.5352433835133
"239",2022-03-09 00:03:10,1,303,200,50.7933817612363,4.96365140764943
"240",2022-03-09 00:03:15,1,303,200,50.5802959665084,5.34315235299835
"241",2022-03-09 00:03:20,1,303,200,50.6954848370471,4.78797186099804
"242",2022-03-09 00:03:25,1,303,200,51.8022855552008,5.56223429153892
"243",2022-03-09 00:03:30,1,303,200,50.9003456163199,5.30220048650622
"244",2022-03-09 00:03:35,1,303,200,50.4819669481067,5.16536884081837
"245",2022-03-09 00:03:40,1,303,200,50.9788009951038,5.53386361386988
"246",2022-03-09 00:03:45,1,303,200,51.0164880900713,5.17208940447617
"247",2022-03-09 00:03:50,1,303,200,51.7629324225911,5.28796463856313
"248",2022-03-09 00:03:55,1,303,200,51.0857052651477,4.9972232171255
"249",2022-03-09 00:04:00,1,303,200,51.9750299324257,5.81832323709949
"250",2022-03-09 00:04:05,1,303,200,52.0305734108645,5.17745286948406
"251",2022-03-09 00:04:10,1,303,200,51.2541972936177,5.20980179739306
"252",2022-03-09 00:04:15,1,303,200,51.5923181480216,5.29124884330128
"253",2022-03-09 00:04:20,1,303,200,51.3549634057982,5.5058818074275
"254",2022-03-09 00:04:25,1,303,200,50.6603183146061,5.60891215064384
"255",2022-03-09 00:04:30,1,303,200,51.5414972686805,4.46146326394508
"256",2022-03-09 00:04:35,1,303,200,50.3575842800124,4.95327822344122
"257",2022-03-09 00:04:40,1,303,200,51.9067223399783,5.03101102518095
"258",2022-03-09 00:04:45,1,303,200,51.14999781258,5.59355280888794
"259",2022-03-09 00:04:50,1,303,200,51.3957440083309,5.01954320673041
"260",2022-03-09 00:04:55,1,303,200,51.657796668469,4.6674145858793
"261",2022-03-09 00:05:00,1,303,200,51.3436043862193,5.48773076584395
"262",2022-03-09 00:05:05,1,303,200,50.5615882937695,4.76057679081696
"263",2022-03-09 00:05:10,1,303,200,51.4565707244451,5.85259657833013
"264",2022-03-09 00:05:15,1,303,200,50.6323757577049,5.63627955161924
"265",2022-03-09 00:05:20,1,303,200,51.9612147954091,5.7727081684866
"266",2022-03-09 00:05:25,1,303,200,50.4597921686907,4.96343340167608
"267",2022-03-09 00:05:30,1,303,200,50.8752755828159,4.99973863102985
"268",2022-03-09 00:05:35,1,303,200,51.4624051376721,5.60072987420475
"269",2022-03-09 00:05:40,1,303,200,50.6206271184955,5.52587588620866
"270",2022-03-09 00:05:45,1,303,200,51.4836555154576,5.27941771710683
"271",2022-03-09 00:05:50,1,303,200,51.2291199065229,5.83733791978564
"272",2022-03-09 00:05:55,1,303,200,52.2130663915127,5.01235140358703
"273",2022-03-09 00:06:00,1,303,200,51.4554804095707,5.5059698888542
"274",2022-03-09 00:06:05,1,303,200,51.4137100851667,5.51909555348933
"275",2022-03-09 00:06:10,1,303,200,51.1076205036736,5.32302624454324
"276",2022-03-09 00:06:15,1,303,200,52.5863811283762,5.5471425939959
"277",2022-03-09 00:06:20,1,303,200,51.6145165987495,5.09091526679844
"278",2022-03-09 00:06:25,1,303,200,51.3064961093081,5.55473861735333
"279",2022-03-09 00:06:30,1,303,200,50.6651321061166,4.96177609748705
"280",2022-03-09 00:06:35,1,303,200,52.3609504254718,5.8979667134325
"281",2022-03-09 00:06:40,1,303,200,51.5426419385763,5.17856387477467
"282",2022-03-09 00:06:45,1,303,200,50.4918858871604,5.25227818099747
"283",2022-03-09 00:06:50,1,303,200,51.4885937740844,5.40728443833983
"284",2022-03-09 00:06:55,1,303,200,51.2970784902731,5.61603115499237
"285",2022-03-09 00:07:00,1,303,200,50.4010457747895,5.07453655226669
"286",2022-03-09 00:07:05,1,303,200,51.7762272059101,5.36889758981582
"287",2022-03-09 00:07:10,1,303,200,51.9389740588879,5.52725016592589
"288",2022-03-09 00:07:15,1,303,200,51.1810447952788,5.52786386209878
"289",2022-03-09 00:07:20,1,303,200,52.1081029857335,5.57232269664342
"290",2022-03-09 00:07:25,1,303,200,51.2688151959833,5.54597758813264
"291",2022-03-09 00:07:30,1,303,200,51.0202423595499,5.37752806510819
"292",2022-03-09 00:07:35,1,303,200,51.3413241015381,5.58050866095528
"293",2022-03-09 00:07:40,1,303,200,50.5429730702147,5.08399482933903
"294",2022-03-09 00:07:45,1,303,200,50.7135854974379,5.6079866695893
"295",2022-03-09 00:07:50,1,303,200,51.6777936987275,5.64085058420367
"296",2022-03-09 00:07:55,1,303,200,50.6918122305803,5.36960738258093
"297",2022-03-09 00:08:00,1,303,200,51.3478849170651,5.23705697059636
"298",2022-03-09 00:08:05,1,303,200,51.8150281570892,5.55013817415083
"299",2022-03-09 00:08:10,1,303,200,50.4954854674413,4.60328499236795
"300",2022-03-09 00:08:15,1,303,200,51.1438895536772,5.60194813709081
"301",2022-03-09 00:08:20,1,303,200,51.2309460909585,5.31055958891182
"302",2022-03-09 00:08:25,1,303,200,51.3544394255286,5.52130525416101
"303",2022-03-09 00:08:30,1,303,200,50.4674418413499,5.08328059418714
"304",2022-03-09 00:08:35,1,303,200,51.2841999694771,4.9616111757362
"305",2022-03-09 00:08:40,1,303,200,51.4179864470582,5.88247572810615
"306",2022-03-09 00:08:45,1,303,200,52.1114240457187,5.35758176929428
"307",2022-03-09 00:08:50,1,303,200,51.0975987523614,4.55157558177647
"308",2022-03-09 00:08:55,1,303,200,50.738627204476,4.52553456636084
"309",2022-03-09 00:09:00,1,303,200,51.0092459065433,5.40433084022475
"310",2022-03-09 00:09:05,1,303,200,50.8597207685173,5.25433639977736
"311",2022-03-09 00:09:10,1,303,200,51.0822476982591,5.47313117174035
"312",2022-03-09 00:09:15,1,303,200,51.2146750501404,5.34295954946432
"313",2022-03-09 00:09:20,1,303,200,51.3236414979028,5.74551902347271
"314",2022-03-09 00:09:25,1,303,200,50.9137625984702,5.20067406998726
"315",2022-03-09 00:09:30,1,303,200,52.0303139200652,5.64603116986923
"316",2022-03-09 00:09:35,1,303,200,51.6231726118366,5.63896441360054
"317",2022-03-09 00:09:40,1,303,200,50.7249323385112,4.99225764268294
"318",2022-03-09 00:09:45,1,303,200,50.7692856676684,5.0485318988125
"319",2022-03-09 00:09:50,1,303,200,50.8428279660827,5.46041586381969
"320",2022-03-09 00:09:55,1,303,200,50.8475351164665,5.83327635131293
"321",2022-03-09 00:10:00,1,303,200,51.1947830356058,5.41223080422663
"322",2022-03-09 00:10:05,1,303,200,51.0284624165986,6.14620762447826
"323",2022-03-09 00:10:10,1,303,200,51.2995514566979,5.03413264024021
"324",2022-03-09 00:10:15,1,303,200,50.8511751589676,5.37330449145864
"325",2022-03-09 00:10:20,1,303,200,51.144023219281,5.36715858913816
"326",2022-03-09 00:10:25,1,303,200,50.7815696767772,5.32966860494946
"327",2022-03-09 00:10:30,1,303,200,51.1798479083573,5.21677564862747
"328",2022-03-09 00:10:35,1,303,200,51.8576400785009,5.50765278100488
"329",2022-03-09 00:10:40,1,303,200,50.0205704877679,5.67409454266879
"330",2022-03-09 00:10:45,1,303,200,50.5812543101368,5.62006191531839
"331",2022-03-09 00:10:50,1,303,200,50.8954489410422,5.67874031174313
"332",2022-03-09 00:10:55,1,303,200,51.1760633975487,5.36840614976007
"333",2022-03-09 00:11:00,1,303,200,51.07788445861,5.91870193764886
"334",2022-03-09 00:11:05,1,303,200,51.1899579871631,5.62127912481898
"335",2022-03-09 00:11:10,1,303,200,51.5581283003563,5.09322412931283
"336",2022-03-09 00:11:15,1,303,200,51.1745097551383,5.04625352193679
"337",2022-03-09 00:11:20,1,303,200,51.5780539495017,5.34772545967709
"338",2022-03-09 00:11:25,1,303,200,51.9576208950109,5.92202132550118
"339",2022-03-09 00:11:30,1,303,200,51.061502900196,6.00588558098846
"340",2022-03-09 00:11:35,1,303,200,50.9960453884996,5.24366546335492
"341",2022-03-09 00:11:40,1,303,200,51.202263197412,4.76001133966262
"342",2022-03-09 00:11:45,1,303,200,51.2397806336002,5.05880933562182
"343",2022-03-09 00:11:50,1,303,200,51.3372394417238,5.61488260776944
"344",2022-03-09 00:11:55,1,303,200,50.5441870574036,5.05030626691622
"345",2022-03-09 00:12:00,1,303,200,50.8008913408954,5.79426230595226
"346",2022-03-09 00:12:05,1,303,200,49.9732656527126,5.04647250604263
"347",2022-03-09 00:12:10,1,303,200,51.3519735954469,4.9441763520036
"348",2022-03-09 00:12:15,1,303,200,51.0128325896462,5.87359299047317
"349",2022-03-09 00:12:20,1,303,200,51.7656221496344,5.55883797243308
"350",2022-03-09 00:12:25,1,303,200,50.4299105356747,5.13691910380915
"351",2022-03-09 00:12:30,1,303,200,50.4637282406273,4.93313834731869
"352",2022-03-09 00:12:35,1,303,200,50.6895793020168,5.20898115346094
"353",2022-03-09 00:12:40,1,303,200,50.9691683726179,4.87832461559941
"354",2022-03-09 00:12:45,1,303,200,51.4209571255095,5.13251132596417
"355",2022-03-09 00:12:50,1,303,200,50.7811177489951,5.53405729982562
"356",2022-03-09 00:12:55,1,303,200,50.798099327033,6.06147211907901
"357",2022-03-09 00:13:00,1,303,200,51.2032391540233,5.03518062204543
"358",2022-03-09 00:13:05,1,303,200,51.1731593444125,5.9161096075435
"359",2022-03-09 00:13:10,1,303,200,51.0708152690344,5.24542275681239
"360",2022-03-09 00:13:15,1,303,200,51.8685814103965,5.28485045385218
"361",2022-03-09 00:13:20,1,303,200,51.0482871630406,5.41669598459231
"362",2022-03-09 00:13:25,1,303,200,51.9498797434251,5.06538661551655
"363",2022-03-09 00:13:30,1,303,200,50.7036279407172,5.09986180316597
"364",2022-03-09 00:13:35,1,303,200,52.4581948361458,5.27479547989043
"365",2022-03-09 00:13:40,1,303,200,51.6172283648901,4.87695956607216
"366",2022-03-09 00:13:45,1,303,200,50.774357339545,5.33338161491794
"367",2022-03-09 00:13:50,1,303,200,50.4303422316119,5.53093506818766
